log_id,system_name,regulation,severity,event_type,timestamp,resolved
2565,System_2,NIST,High,Policy Breach,2025-03-27 22:30:20,No
2566,System_4,CMMC,High,Unauthorized Device,2025-04-28 04:26:56,No
2567,System_5,NIST,Medium,Policy Breach,2025-05-16 00:06:50,No
2568,System_1,CMMC,Medium,Policy Breach,2025-03-05 14:48:44,No
2569,System_3,CMMC,High,Policy Breach,2025-01-19 01:13:05,No
2570,System_2,CMMC,High,Login Failure,2025-03-17 12:26:47,Yes
2571,System_3,NIST,Medium,Unauthorized Device,2025-05-13 23:44:24,Yes
2572,System_5,NIST,High,Unauthorized Device,2025-01-30 04:59:46,No
2573,System_1,NIST,Medium,Policy Breach,2025-03-17 01:37:25,No
2574,System_2,CMMC,Medium,Policy Breach,2025-05-16 04:59:28,Yes
2575,System_3,NIST,Low,Login Failure,2025-03-03 01:43:36,No
2576,System_5,CMMC,High,Access Violation,2025-03-06 21:57:12,No
2577,System_3,NIST,High,Access Violation,2025-05-16 00:51:39,No
2578,System_3,NIST,Medium,Login Failure,2025-05-09 05:44:34,No
2579,System_2,CMMC,High,Data Leak,2025-04-28 07:00:29,No
2580,System_1,GDPR,Medium,Login Failure,2025-01-09 02:14:19,Yes
2581,System_1,CMMC,Low,Unauthorized Device,2025-01-19 19:39:32,No
2582,System_4,GDPR,High,Access Violation,2025-04-17 21:37:22,Yes
2583,System_5,CMMC,Medium,Data Leak,2025-04-02 15:17:56,Yes
2584,System_3,NIST,Low,Policy Breach,2025-03-21 09:41:14,Yes
2585,System_5,NIST,High,Data Leak,2025-01-22 00:46:26,No
2586,System_3,CMMC,High,Unauthorized Device,2025-02-08 23:00:12,Yes
2587,System_4,NIST,Medium,Data Leak,2025-04-05 10:07:11,No
2588,System_5,CMMC,High,Policy Breach,2025-02-23 21:26:37,Yes
2589,System_5,NIST,High,Access Violation,2025-04-23 19:06:22,No
2590,System_5,GDPR,Medium,Policy Breach,2025-05-26 07:58:27,No
2591,System_5,GDPR,Medium,Access Violation,2025-01-09 01:24:00,No
2592,System_1,CMMC,Low,Login Failure,2025-05-21 13:58:45,No
2593,System_2,CMMC,High,Access Violation,2025-03-28 17:36:43,No
2594,System_5,GDPR,Medium,Login Failure,2025-04-05 12:14:01,Yes
2595,System_5,NIST,Medium,Access Violation,2025-02-01 16:57:10,Yes
2596,System_1,GDPR,High,Unauthorized Device,2025-05-02 04:42:26,Yes
2597,System_1,NIST,High,Access Violation,2025-01-08 06:54:24,No
2598,System_2,CMMC,High,Login Failure,2025-03-12 17:28:44,No
2599,System_5,NIST,Low,Access Violation,2025-03-01 02:40:18,Yes
2600,System_1,GDPR,Low,Access Violation,2025-03-14 17:45:22,No
2601,System_2,GDPR,High,Policy Breach,2025-04-08 14:49:04,Yes
2602,System_5,NIST,Low,Unauthorized Device,2025-02-13 18:03:23,No
2603,System_4,GDPR,Low,Login Failure,2025-02-05 05:24:15,No
2604,System_5,CMMC,Low,Login Failure,2025-04-15 04:40:10,No
2605,System_2,NIST,High,Login Failure,2025-05-20 03:14:39,Yes
2606,System_5,NIST,Low,Policy Breach,2025-04-16 01:08:24,No
2607,System_5,NIST,High,Access Violation,2025-05-13 00:44:08,Yes
2608,System_1,CMMC,Low,Policy Breach,2025-03-12 21:17:50,No
2609,System_2,GDPR,Medium,Unauthorized Device,2025-04-22 14:48:20,Yes
2610,System_5,CMMC,Medium,Policy Breach,2025-05-22 00:47:06,No
2611,System_1,NIST,Medium,Login Failure,2025-05-10 02:27:16,Yes
2612,System_2,NIST,Medium,Unauthorized Device,2025-01-22 21:00:11,No
2613,System_1,CMMC,Low,Access Violation,2025-01-28 04:34:40,Yes
2614,System_4,GDPR,High,Policy Breach,2025-03-16 20:31:47,No
2615,System_5,CMMC,High,Access Violation,2025-05-17 10:20:53,No
2616,System_2,NIST,Medium,Unauthorized Device,2025-01-13 08:56:18,Yes
2617,System_3,NIST,High,Policy Breach,2025-05-19 15:43:21,No
2618,System_3,NIST,Medium,Policy Breach,2025-01-06 10:15:58,Yes
2619,System_3,CMMC,High,Access Violation,2025-04-12 01:57:18,Yes
2620,System_3,GDPR,Medium,Unauthorized Device,2025-05-04 02:29:17,Yes
2621,System_2,NIST,Low,Data Leak,2025-03-11 15:31:39,No
2622,System_1,GDPR,Low,Access Violation,2025-01-31 13:54:56,No
2623,System_4,NIST,Medium,Unauthorized Device,2025-04-02 04:22:22,No
2624,System_1,NIST,High,Policy Breach,2025-03-30 13:03:46,No
2625,System_1,NIST,Low,Policy Breach,2025-02-18 18:25:04,Yes
2626,System_1,CMMC,Medium,Access Violation,2025-04-15 05:02:26,Yes
2627,System_5,CMMC,Medium,Policy Breach,2025-01-11 15:03:33,Yes
2628,System_4,GDPR,High,Data Leak,2025-03-03 10:32:06,Yes
2629,System_5,GDPR,High,Login Failure,2025-04-27 04:51:01,Yes
2630,System_2,GDPR,High,Login Failure,2025-02-07 05:06:48,Yes
2631,System_4,CMMC,Low,Login Failure,2025-03-21 02:57:54,No
2632,System_4,GDPR,Low,Unauthorized Device,2025-01-06 13:32:20,No
2633,System_1,GDPR,High,Access Violation,2025-03-28 04:01:53,Yes
2634,System_4,NIST,Medium,Data Leak,2025-01-16 03:58:51,No
2635,System_3,NIST,Low,Unauthorized Device,2025-04-24 01:55:09,No
2636,System_2,NIST,Medium,Policy Breach,2025-01-26 08:31:20,No
2637,System_4,NIST,Medium,Policy Breach,2025-04-23 22:59:09,Yes
2638,System_2,CMMC,Low,Data Leak,2025-03-20 05:17:08,No
2639,System_1,GDPR,Medium,Access Violation,2025-04-05 04:35:25,Yes
2640,System_1,CMMC,Medium,Unauthorized Device,2025-02-27 01:54:24,No
2641,System_3,NIST,Low,Login Failure,2025-04-22 10:49:54,No
2642,System_2,GDPR,Medium,Login Failure,2025-03-22 23:11:19,No
2643,System_2,NIST,High,Login Failure,2025-05-01 02:12:01,Yes
2644,System_5,GDPR,Low,Access Violation,2025-04-06 14:42:27,No
2645,System_2,GDPR,High,Unauthorized Device,2025-02-08 18:37:18,Yes
2646,System_1,GDPR,High,Data Leak,2025-05-13 13:01:29,Yes
2647,System_1,CMMC,High,Policy Breach,2025-03-05 06:09:13,Yes
2648,System_1,NIST,High,Data Leak,2025-05-24 07:05:25,No
2649,System_3,CMMC,High,Access Violation,2025-03-11 17:34:50,No
2650,System_2,GDPR,Medium,Data Leak,2025-01-18 01:15:42,No
2651,System_3,CMMC,Medium,Unauthorized Device,2025-01-03 12:04:58,Yes
2652,System_2,GDPR,Medium,Login Failure,2025-05-05 13:04:57,No
2653,System_5,GDPR,High,Login Failure,2025-02-21 19:51:18,Yes
2654,System_5,GDPR,Low,Access Violation,2025-05-15 14:06:24,No
2655,System_3,GDPR,High,Access Violation,2025-02-20 14:19:30,Yes
2656,System_5,GDPR,High,Login Failure,2025-03-31 04:54:45,No
2657,System_5,NIST,High,Unauthorized Device,2025-04-30 21:48:01,Yes
2658,System_2,CMMC,High,Login Failure,2025-05-21 13:56:24,Yes
2659,System_4,NIST,Medium,Access Violation,2025-03-27 21:51:22,No
2660,System_4,GDPR,Medium,Policy Breach,2025-01-28 21:30:28,No
2661,System_3,GDPR,High,Login Failure,2025-04-12 03:35:06,No
2662,System_2,GDPR,Medium,Access Violation,2025-05-12 22:20:02,Yes
2663,System_5,NIST,Medium,Access Violation,2025-05-07 08:07:21,Yes
2664,System_4,NIST,High,Unauthorized Device,2025-02-05 18:31:16,No
2665,System_3,GDPR,Low,Unauthorized Device,2025-03-18 16:51:38,No
2666,System_5,NIST,Low,Policy Breach,2025-01-09 19:31:06,Yes
2667,System_2,GDPR,Medium,Data Leak,2025-04-13 17:09:21,Yes
2668,System_3,GDPR,High,Policy Breach,2025-04-19 18:23:52,Yes
2669,System_1,GDPR,Low,Data Leak,2025-04-15 20:37:21,Yes
2670,System_1,GDPR,Medium,Unauthorized Device,2025-01-29 08:08:22,Yes
2671,System_5,GDPR,Medium,Unauthorized Device,2025-01-03 12:03:27,No
2672,System_2,NIST,High,Data Leak,2025-01-24 21:35:50,No
2673,System_2,CMMC,Low,Access Violation,2025-04-02 20:52:38,No
2674,System_5,NIST,Medium,Data Leak,2025-02-20 08:35:53,No
2675,System_5,NIST,High,Policy Breach,2025-03-22 05:25:30,Yes
2676,System_3,NIST,Low,Data Leak,2025-01-11 08:35:45,Yes
2677,System_3,NIST,Low,Data Leak,2025-02-14 14:01:54,Yes
2678,System_1,GDPR,Medium,Login Failure,2025-05-10 19:26:39,Yes
2679,System_5,CMMC,Low,Login Failure,2025-02-07 16:43:05,Yes
2680,System_1,CMMC,Low,Policy Breach,2025-05-22 14:03:40,No
2681,System_5,CMMC,Low,Access Violation,2025-01-08 06:13:43,No
2682,System_1,CMMC,Low,Unauthorized Device,2025-02-11 08:47:37,Yes
2683,System_5,NIST,Medium,Policy Breach,2025-02-01 00:34:26,Yes
2684,System_4,GDPR,Medium,Data Leak,2025-03-07 08:06:37,No
2685,System_3,GDPR,High,Data Leak,2025-02-28 14:02:38,Yes
2686,System_2,CMMC,Low,Access Violation,2025-03-02 12:32:40,Yes
2687,System_5,NIST,High,Unauthorized Device,2025-04-12 23:01:28,No
2688,System_2,NIST,Medium,Policy Breach,2025-02-03 18:19:43,Yes
2689,System_3,NIST,High,Policy Breach,2025-02-01 16:34:13,No
2690,System_2,NIST,High,Unauthorized Device,2025-04-03 11:50:16,Yes
2691,System_4,NIST,High,Data Leak,2025-01-12 08:25:52,No
2692,System_5,GDPR,Medium,Data Leak,2025-03-16 21:47:58,No
2693,System_2,CMMC,Medium,Login Failure,2025-01-30 19:09:03,Yes
2694,System_5,CMMC,High,Unauthorized Device,2025-02-16 14:13:41,Yes
2695,System_5,NIST,Low,Login Failure,2025-03-02 01:26:49,Yes
2696,System_4,GDPR,Low,Unauthorized Device,2025-01-11 19:54:01,Yes
2697,System_4,CMMC,Medium,Policy Breach,2025-04-10 23:24:34,No
2698,System_2,GDPR,Low,Access Violation,2025-05-22 01:31:48,Yes
2699,System_3,GDPR,High,Data Leak,2025-01-11 18:06:51,No
2700,System_4,NIST,High,Unauthorized Device,2025-04-15 06:40:44,No
2701,System_1,NIST,Medium,Access Violation,2025-02-08 01:55:33,No
2702,System_1,GDPR,High,Login Failure,2025-03-10 20:00:09,No
2703,System_2,CMMC,Medium,Policy Breach,2025-03-04 06:26:45,No
2704,System_4,CMMC,Medium,Login Failure,2025-03-08 15:24:15,Yes
2705,System_3,GDPR,High,Data Leak,2025-04-25 00:46:22,Yes
2706,System_4,NIST,Medium,Access Violation,2025-01-25 00:23:44,No
2707,System_3,NIST,High,Policy Breach,2025-03-26 17:12:21,No
2708,System_2,GDPR,Low,Access Violation,2025-03-20 22:29:51,No
2709,System_1,NIST,High,Login Failure,2025-03-05 22:53:25,Yes
2710,System_2,CMMC,High,Data Leak,2025-04-30 03:30:04,Yes
2711,System_3,CMMC,Low,Data Leak,2025-01-28 04:18:04,No
2712,System_2,NIST,High,Policy Breach,2025-03-13 07:07:44,Yes
2713,System_4,NIST,Low,Login Failure,2025-04-09 21:09:34,Yes
2714,System_5,NIST,Low,Unauthorized Device,2025-02-16 11:50:57,No
2715,System_2,GDPR,High,Login Failure,2025-05-11 16:17:57,No
2716,System_1,GDPR,High,Unauthorized Device,2025-03-24 09:54:48,Yes
2717,System_5,GDPR,Low,Login Failure,2025-05-20 14:13:40,No
2718,System_4,CMMC,High,Policy Breach,2025-02-15 18:37:11,Yes
2719,System_3,GDPR,High,Unauthorized Device,2025-02-09 09:22:45,No
2720,System_1,NIST,High,Data Leak,2025-05-13 15:27:29,No
2721,System_5,CMMC,Low,Unauthorized Device,2025-04-22 16:40:25,Yes
2722,System_4,GDPR,Low,Login Failure,2025-01-06 18:45:45,No
2723,System_4,GDPR,Medium,Login Failure,2025-02-18 10:36:17,Yes
2724,System_1,GDPR,Medium,Policy Breach,2025-04-15 03:54:35,No
2725,System_2,NIST,High,Access Violation,2025-04-19 09:10:26,Yes
2726,System_3,CMMC,Medium,Access Violation,2025-01-16 13:49:44,Yes
2727,System_1,GDPR,Low,Unauthorized Device,2025-03-22 07:27:15,No
2728,System_5,GDPR,Medium,Policy Breach,2025-03-03 03:38:06,Yes
2729,System_4,CMMC,High,Policy Breach,2025-01-10 06:40:03,Yes
2730,System_1,CMMC,Medium,Unauthorized Device,2025-02-04 21:28:52,No
2731,System_4,NIST,Medium,Access Violation,2025-02-08 16:11:45,No
2732,System_5,NIST,Medium,Login Failure,2025-03-21 14:03:52,No
2733,System_4,GDPR,Medium,Unauthorized Device,2025-03-10 03:02:00,Yes
2734,System_1,GDPR,Low,Policy Breach,2025-01-28 05:51:35,Yes
2735,System_3,CMMC,Low,Policy Breach,2025-01-09 12:35:52,Yes
2736,System_4,GDPR,Low,Data Leak,2025-01-03 10:04:29,Yes
2737,System_1,GDPR,Low,Data Leak,2025-05-23 06:19:24,Yes
2738,System_1,GDPR,Medium,Data Leak,2025-04-09 09:14:33,No
2739,System_1,CMMC,Low,Data Leak,2025-05-20 20:41:13,No
2740,System_4,CMMC,Medium,Unauthorized Device,2025-05-25 13:57:52,No
2741,System_5,CMMC,Low,Unauthorized Device,2025-03-06 06:21:09,No
2742,System_3,GDPR,High,Data Leak,2025-02-28 13:11:13,No
2743,System_5,CMMC,Low,Policy Breach,2025-01-17 02:24:39,Yes
2744,System_3,NIST,Low,Unauthorized Device,2025-02-27 02:29:45,No
2745,System_2,NIST,Low,Login Failure,2025-01-19 19:21:58,Yes
2746,System_4,CMMC,Low,Unauthorized Device,2025-03-03 13:08:28,Yes
2747,System_2,NIST,Medium,Data Leak,2025-03-16 14:53:03,Yes
2748,System_1,GDPR,Low,Login Failure,2025-01-10 20:43:18,No
2749,System_5,CMMC,Low,Data Leak,2025-01-07 19:34:46,No
2750,System_1,NIST,Low,Unauthorized Device,2025-01-09 10:02:01,No
2751,System_3,NIST,High,Unauthorized Device,2025-05-06 16:44:24,No
2752,System_1,CMMC,Medium,Policy Breach,2025-03-29 19:06:05,No
2753,System_1,NIST,High,Login Failure,2025-05-02 12:35:23,Yes
2754,System_3,CMMC,Low,Policy Breach,2025-04-24 21:37:10,Yes
2755,System_1,GDPR,Low,Access Violation,2025-01-18 09:59:02,No
2756,System_2,NIST,Medium,Login Failure,2025-01-28 10:30:59,Yes
2757,System_1,GDPR,Medium,Data Leak,2025-03-07 07:27:06,Yes
2758,System_2,NIST,Low,Data Leak,2025-02-12 13:56:20,No
2759,System_5,NIST,High,Login Failure,2025-02-11 07:12:37,No
2760,System_5,NIST,Medium,Data Leak,2025-01-07 04:25:28,Yes
2761,System_5,GDPR,High,Access Violation,2025-05-26 06:43:00,Yes
2762,System_5,NIST,Low,Data Leak,2025-05-17 03:02:50,Yes
2763,System_4,CMMC,High,Login Failure,2025-04-14 08:35:44,No
2764,System_4,GDPR,Low,Unauthorized Device,2025-02-06 23:49:38,No
2765,System_2,GDPR,Medium,Login Failure,2025-04-23 14:27:07,No
2766,System_4,CMMC,High,Access Violation,2025-04-13 18:06:24,Yes
2767,System_2,GDPR,Low,Data Leak,2025-05-11 15:58:19,Yes
2768,System_5,GDPR,Medium,Unauthorized Device,2025-02-05 10:59:54,Yes
2769,System_3,GDPR,Low,Data Leak,2025-02-23 07:08:31,No
2770,System_3,CMMC,Low,Unauthorized Device,2025-04-20 13:28:16,No
2771,System_1,CMMC,High,Data Leak,2025-01-17 10:05:59,No
2772,System_5,CMMC,Low,Policy Breach,2025-03-30 07:38:17,Yes
2773,System_3,NIST,Low,Data Leak,2025-03-17 17:46:30,Yes
2774,System_1,CMMC,Medium,Access Violation,2025-04-17 00:56:56,No
2775,System_5,NIST,Medium,Policy Breach,2025-01-20 06:07:13,No
2776,System_1,GDPR,Medium,Login Failure,2025-03-20 03:09:27,No
2777,System_2,NIST,High,Login Failure,2025-04-02 07:07:12,Yes
2778,System_2,CMMC,Low,Unauthorized Device,2025-03-02 14:11:35,No
2779,System_5,CMMC,High,Unauthorized Device,2025-05-19 06:54:24,Yes
2780,System_2,GDPR,Low,Policy Breach,2025-05-14 04:23:53,Yes
2781,System_1,CMMC,High,Login Failure,2025-05-11 12:11:39,No
2782,System_1,NIST,High,Login Failure,2025-04-29 23:58:50,Yes
2783,System_5,NIST,Medium,Login Failure,2025-02-03 07:05:49,No
2784,System_5,GDPR,Low,Policy Breach,2025-03-25 21:32:44,No
2785,System_2,CMMC,Low,Unauthorized Device,2025-01-25 02:43:02,No
2786,System_2,NIST,Low,Policy Breach,2025-05-09 13:19:25,Yes
2787,System_2,CMMC,Low,Access Violation,2025-04-18 04:03:01,No
2788,System_5,NIST,Low,Policy Breach,2025-03-06 19:44:31,Yes
2789,System_4,CMMC,Low,Login Failure,2025-02-27 08:44:56,No
2790,System_1,GDPR,Medium,Policy Breach,2025-02-04 05:22:57,No
2791,System_3,CMMC,Medium,Unauthorized Device,2025-03-31 02:36:02,No
2792,System_5,GDPR,High,Data Leak,2025-05-04 01:56:38,No
2793,System_5,CMMC,Medium,Unauthorized Device,2025-05-08 00:53:20,No
2794,System_4,CMMC,Medium,Login Failure,2025-05-08 11:23:33,Yes
2795,System_1,CMMC,High,Data Leak,2025-03-19 12:03:38,No
2796,System_1,CMMC,Low,Unauthorized Device,2025-03-21 21:42:05,No
2797,System_5,GDPR,Medium,Login Failure,2025-04-07 12:46:10,Yes
2798,System_3,NIST,Medium,Policy Breach,2025-05-20 01:37:50,No
2799,System_1,NIST,High,Policy Breach,2025-01-24 14:23:24,No
2800,System_5,CMMC,High,Access Violation,2025-02-02 12:44:16,No
2801,System_3,CMMC,Medium,Login Failure,2025-03-03 08:56:03,Yes
2802,System_3,CMMC,High,Unauthorized Device,2025-03-13 10:41:23,Yes
2803,System_4,CMMC,High,Policy Breach,2025-05-11 10:41:01,Yes
2804,System_5,CMMC,Medium,Policy Breach,2025-01-14 12:39:02,Yes
2805,System_4,CMMC,Medium,Unauthorized Device,2025-03-07 12:33:23,No
2806,System_2,CMMC,High,Data Leak,2025-02-24 10:51:09,Yes
2807,System_3,NIST,Low,Access Violation,2025-01-23 07:11:13,Yes
2808,System_1,NIST,High,Unauthorized Device,2025-04-25 21:07:16,Yes
2809,System_4,GDPR,Medium,Unauthorized Device,2025-01-09 04:59:56,Yes
2810,System_3,NIST,High,Policy Breach,2025-03-25 00:04:01,Yes
2811,System_2,GDPR,High,Policy Breach,2025-02-23 22:16:05,Yes
2812,System_4,GDPR,Medium,Access Violation,2025-01-08 18:27:39,No
2813,System_1,GDPR,High,Access Violation,2025-03-17 10:14:27,No
2814,System_5,NIST,High,Login Failure,2025-05-05 20:28:59,Yes
2815,System_1,GDPR,Medium,Login Failure,2025-03-30 19:15:14,No
2816,System_3,CMMC,Low,Policy Breach,2025-01-19 12:56:36,Yes
2817,System_4,NIST,Low,Data Leak,2025-05-11 02:49:39,No
2818,System_5,GDPR,High,Access Violation,2025-03-19 14:32:26,Yes
2819,System_1,GDPR,High,Access Violation,2025-01-10 21:29:50,Yes
2820,System_2,CMMC,Medium,Policy Breach,2025-01-01 03:28:22,No
2821,System_3,GDPR,Medium,Policy Breach,2025-03-31 17:42:00,Yes
2822,System_3,GDPR,Medium,Policy Breach,2025-02-08 12:25:42,No
2823,System_2,GDPR,High,Unauthorized Device,2025-04-12 18:35:52,Yes
2824,System_4,NIST,Medium,Unauthorized Device,2025-04-07 07:59:09,Yes
2825,System_4,CMMC,Low,Access Violation,2025-05-14 20:21:03,Yes
2826,System_1,GDPR,High,Unauthorized Device,2025-03-12 15:32:56,No
2827,System_1,NIST,Low,Login Failure,2025-01-06 02:18:32,No
2828,System_1,NIST,High,Access Violation,2025-03-20 08:11:53,No
2829,System_5,NIST,Low,Data Leak,2025-02-16 17:23:27,No
2830,System_4,GDPR,High,Unauthorized Device,2025-04-06 02:10:33,No
2831,System_1,GDPR,Low,Unauthorized Device,2025-03-02 02:54:35,Yes
2832,System_4,GDPR,Low,Data Leak,2025-01-30 20:10:59,No
2833,System_5,NIST,High,Data Leak,2025-02-01 00:55:12,Yes
2834,System_3,CMMC,Medium,Login Failure,2025-04-01 13:51:56,Yes
2835,System_2,NIST,Low,Login Failure,2025-05-04 19:11:31,Yes
2836,System_4,CMMC,High,Login Failure,2025-01-29 04:10:06,Yes
2837,System_3,GDPR,High,Unauthorized Device,2025-04-22 01:22:49,No
2838,System_1,GDPR,High,Login Failure,2025-05-09 07:34:18,No
2839,System_4,GDPR,Medium,Login Failure,2025-04-14 06:13:27,No
2840,System_5,GDPR,Low,Data Leak,2025-02-03 21:14:11,No
2841,System_2,CMMC,Medium,Unauthorized Device,2025-01-10 22:22:49,Yes
2842,System_1,GDPR,Low,Data Leak,2025-04-06 19:58:22,Yes
2843,System_1,GDPR,High,Access Violation,2025-05-08 17:33:30,No
2844,System_1,NIST,Medium,Data Leak,2025-01-07 21:31:35,No
2845,System_1,CMMC,Medium,Data Leak,2025-02-13 06:17:49,Yes
2846,System_1,NIST,High,Login Failure,2025-04-13 12:54:24,Yes
2847,System_4,CMMC,High,Login Failure,2025-04-06 02:32:44,Yes
2848,System_2,CMMC,High,Access Violation,2025-01-03 19:18:13,No
2849,System_1,NIST,High,Data Leak,2025-04-27 21:45:46,Yes
2850,System_4,NIST,Low,Data Leak,2025-03-21 09:15:19,No
2851,System_5,GDPR,High,Policy Breach,2025-05-03 22:18:41,No
2852,System_1,GDPR,Low,Data Leak,2025-05-01 15:48:49,Yes
2853,System_1,NIST,High,Unauthorized Device,2025-01-16 02:28:40,Yes
2854,System_5,CMMC,Medium,Unauthorized Device,2025-04-05 09:01:21,Yes
2855,System_4,CMMC,Medium,Data Leak,2025-03-15 05:09:37,No
2856,System_3,NIST,High,Unauthorized Device,2025-04-30 05:30:28,No
2857,System_2,CMMC,Low,Unauthorized Device,2025-03-12 03:51:06,No
2858,System_1,CMMC,Medium,Login Failure,2025-05-21 20:40:33,Yes
2859,System_3,GDPR,High,Login Failure,2025-01-03 06:23:34,Yes
2860,System_3,GDPR,Low,Data Leak,2025-01-01 01:44:42,No
2861,System_3,CMMC,High,Policy Breach,2025-03-20 22:26:17,No
2862,System_2,CMMC,High,Policy Breach,2025-03-09 01:41:27,No
2863,System_4,CMMC,Low,Policy Breach,2025-02-04 03:01:36,Yes
2864,System_5,CMMC,Medium,Policy Breach,2025-05-17 18:59:14,No
2865,System_3,GDPR,Medium,Access Violation,2025-04-01 05:11:01,No
2866,System_1,NIST,High,Unauthorized Device,2025-01-21 20:54:38,No
2867,System_3,GDPR,Low,Unauthorized Device,2025-05-15 18:50:07,Yes
2868,System_4,CMMC,Medium,Login Failure,2025-02-26 06:33:47,No
2869,System_2,GDPR,High,Access Violation,2025-01-24 23:55:01,No
2870,System_3,NIST,Medium,Access Violation,2025-02-26 17:07:26,No
2871,System_4,CMMC,High,Data Leak,2025-01-27 19:11:34,No
2872,System_2,GDPR,High,Unauthorized Device,2025-05-13 17:15:01,Yes
2873,System_1,CMMC,Medium,Login Failure,2025-01-07 11:32:38,Yes
2874,System_4,GDPR,Medium,Access Violation,2025-05-14 10:49:46,No
2875,System_1,CMMC,High,Policy Breach,2025-02-04 07:50:46,No
2876,System_4,CMMC,High,Data Leak,2025-03-25 13:47:21,Yes
2877,System_4,NIST,Low,Unauthorized Device,2025-05-21 01:35:25,Yes
2878,System_5,CMMC,Medium,Access Violation,2025-05-21 09:51:12,No
2879,System_4,NIST,Medium,Login Failure,2025-02-15 15:43:19,Yes
2880,System_1,NIST,Low,Policy Breach,2025-05-01 14:05:42,Yes
2881,System_4,CMMC,Low,Access Violation,2025-01-09 13:28:07,No
2882,System_2,NIST,Low,Unauthorized Device,2025-05-07 06:32:57,No
2883,System_4,CMMC,Low,Data Leak,2025-05-06 16:49:33,No
2884,System_5,GDPR,Medium,Data Leak,2025-02-14 14:54:12,No
2885,System_5,NIST,Medium,Login Failure,2025-03-05 19:58:28,No
2886,System_4,NIST,Medium,Data Leak,2025-01-16 15:37:29,No
2887,System_3,CMMC,High,Access Violation,2025-03-01 02:23:28,Yes
2888,System_4,CMMC,Low,Policy Breach,2025-03-15 21:49:56,Yes
2889,System_3,NIST,Medium,Unauthorized Device,2025-04-06 08:47:51,Yes
2890,System_2,CMMC,Medium,Login Failure,2025-04-25 08:26:06,Yes
2891,System_3,GDPR,High,Login Failure,2025-01-05 07:26:15,Yes
2892,System_1,CMMC,High,Policy Breach,2025-01-05 12:52:28,No
2893,System_3,CMMC,Medium,Policy Breach,2025-01-21 14:41:26,No
2894,System_5,CMMC,Low,Access Violation,2025-03-08 11:24:26,Yes
2895,System_5,NIST,High,Access Violation,2025-01-08 16:46:26,No
2896,System_1,NIST,Low,Access Violation,2025-01-30 09:48:20,Yes
2897,System_2,GDPR,Medium,Login Failure,2025-04-05 16:43:39,No
2898,System_2,NIST,High,Login Failure,2025-01-15 00:17:20,Yes
2899,System_3,NIST,Low,Login Failure,2025-05-21 14:08:04,Yes
2900,System_2,NIST,High,Data Leak,2025-02-24 16:37:04,No
2901,System_1,GDPR,Low,Unauthorized Device,2025-02-13 06:47:25,Yes
2902,System_2,CMMC,High,Policy Breach,2025-01-30 16:56:49,No
2903,System_1,GDPR,Medium,Login Failure,2025-03-31 20:36:47,Yes
2904,System_1,CMMC,Low,Policy Breach,2025-03-09 06:21:06,No
2905,System_5,GDPR,High,Policy Breach,2025-02-10 18:09:41,No
2906,System_2,GDPR,High,Unauthorized Device,2025-04-12 11:52:19,Yes
2907,System_3,NIST,Low,Login Failure,2025-05-16 06:37:42,Yes
2908,System_3,NIST,Low,Login Failure,2025-02-05 13:38:45,No
2909,System_2,CMMC,High,Access Violation,2025-01-09 09:08:56,Yes
2910,System_1,NIST,Medium,Policy Breach,2025-04-03 12:49:12,Yes
2911,System_1,NIST,High,Policy Breach,2025-03-05 01:30:31,Yes
2912,System_2,GDPR,Low,Login Failure,2025-03-24 00:42:24,No
2913,System_1,GDPR,High,Data Leak,2025-02-25 00:50:31,Yes
2914,System_3,NIST,Low,Data Leak,2025-03-13 11:21:18,No
2915,System_2,CMMC,High,Unauthorized Device,2025-04-17 04:03:34,Yes
2916,System_5,GDPR,Low,Login Failure,2025-02-22 18:50:46,No
2917,System_1,GDPR,Low,Login Failure,2025-04-16 03:33:36,Yes
2918,System_4,CMMC,Medium,Policy Breach,2025-04-22 07:20:03,No
2919,System_5,GDPR,Low,Data Leak,2025-01-20 23:43:21,No
2920,System_4,CMMC,Low,Policy Breach,2025-01-21 19:31:22,No
2921,System_1,NIST,Medium,Policy Breach,2025-02-14 22:23:33,Yes
2922,System_1,NIST,Low,Access Violation,2025-03-11 16:04:21,Yes
2923,System_1,GDPR,Low,Unauthorized Device,2025-04-02 23:18:56,No
2924,System_4,GDPR,Low,Access Violation,2025-05-17 04:36:56,Yes
2925,System_3,CMMC,Medium,Policy Breach,2025-01-13 19:24:09,Yes
2926,System_1,NIST,Medium,Login Failure,2025-03-31 09:43:57,No
2927,System_4,NIST,Low,Unauthorized Device,2025-02-12 02:55:25,No
2928,System_5,CMMC,Low,Policy Breach,2025-02-23 10:58:44,Yes
2929,System_2,GDPR,High,Data Leak,2025-01-27 13:01:22,No
2930,System_5,CMMC,Medium,Login Failure,2025-05-08 12:12:06,Yes
2931,System_3,GDPR,High,Access Violation,2025-03-12 08:19:34,No
2932,System_2,CMMC,Low,Policy Breach,2025-02-07 08:01:08,No
2933,System_2,CMMC,Medium,Login Failure,2025-04-29 15:04:14,No
2934,System_5,CMMC,Low,Policy Breach,2025-01-04 11:18:30,Yes
2935,System_5,NIST,High,Login Failure,2025-03-06 22:00:45,Yes
2936,System_1,NIST,Medium,Data Leak,2025-03-26 20:53:14,No
2937,System_3,CMMC,Medium,Login Failure,2025-02-27 23:28:26,Yes
